Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
7718,Home Mortgage,1754593,10+ years,0,10,18.9,888954,0,,0,debt consolidation,Short Term,99999999,337801,27196,747,
7719,Home Mortgage,795055,5 years,0,14,25.7,554136,0,,0,debt consolidation,Long Term,394526,335483,19015,679,
7720,Home Mortgage,2049055,5 years,0,31,16.9,773652,0,58,0,debt consolidation,Short Term,509894,184414,20149,719,
7721,Rent,845690,3 years,0,16,15.9,777018,0,,0,debt consolidation,Long Term,409640,569050,12967,7120,
7722,Home Mortgage,2807535,10+ years,0,12,19.3,15568542,0,,0,buy house,Short Term,99999999,3240374,27607,750,
7723,Home Mortgage,,10+ years,1,9,23,176154,1,,0,debt consolidation,Short Term,246642,107255,18528,,
7724,Rent,1356068,1 year,0,4,7.8,284966,0,,0,debt consolidation,Short Term,269170,174743,4452,7060,
7725,Rent,557194,6 years,0,13,17.9,393338,0,45,0,other,Short Term,137918,151164,8646,720,
7726,Home Mortgage,1638066,10+ years,0,14,14.5,378576,0,10,0,debt consolidation,Long Term,432784,234422,39314,6930,
7727,Home Mortgage,1054405,1 year,0,10,16.8,692956,0,,0,debt consolidation,Short Term,266376,427899,18979,7450,
7728,Home Mortgage,3356255,10+ years,0,20,17.2,54484386,0,,0,home improvements,Long Term,777238,5176018,42792,695,
7729,Home Mortgage,847134,< 1 year,0,13,23.6,270270,0,,0,debt consolidation,Short Term,226688,190703,15954,750,
7730,Own Home,920474,10+ years,0,13,14.8,635052,0,33,0,debt consolidation,Long Term,426338,404757,16032,689,
7731,Home Mortgage,1602308,10+ years,0,13,12.7,390874,1,45,1,debt consolidation,Short Term,247368,150556,20282,742,
7732,Home Mortgage,1392320,10+ years,0,30,18.8,955812,0,,0,debt consolidation,Short Term,199298,501885,28891,739,
7733,Home Mortgage,1303248,9 years,0,12,12.9,970310,0,,0,debt consolidation,Short Term,99999999,341069,21069,742,
7734,Own Home,966359,4 years,0,18,16.5,1066296,0,10,0,debt consolidation,Long Term,99999999,278103,7997,739,
7735,Home Mortgage,1339709,< 1 year,0,8,15.7,265914,0,11,0,debt consolidation,Short Term,99999999,191976,4588,737,
7736,Home Mortgage,784282,,0,9,45.9,457512,0,16,0,debt consolidation,Short Term,190586,318858,10784,735,
7737,Rent,1621061,8 years,0,21,24.5,870100,0,,0,other,Short Term,441672,3762,17021,721,
7738,Rent,1159627,10+ years,0,10,20.1,875050,0,,0,debt consolidation,Short Term,216568,668059,24739,740,
7739,Rent,511214,3 years,0,6,9.9,192808,0,,0,buy a car,Short Term,151272,51946,6569,745,
7740,Rent,790343,2 years,0,12,12.8,247808,0,,0,debt consolidation,Short Term,141636,133114,15583,740,
7741,Home Mortgage,1525016,10+ years,0,20,43.1,2600840,0,0,,home improvements,Short Term,110374,159486,4766,748,
7742,Home Mortgage,,9 years,0,6,10,1048036,0,,0,debt consolidation,Long Term,392744,256158,15429,,
7743,Home Mortgage,1711729,4 years,0,9,17.1,868956,0,14,0,debt consolidation,Long Term,259930,522329,27102,731,
7744,Home Mortgage,,10+ years,0,13,14.4,924616,0,,0,home improvements,Short Term,215468,108604,11398,,
7745,Home Mortgage,1368133,,0,3,16.2,96756,0,,0,debt consolidation,Short Term,79200,49134,4446,743,
7746,Own Home,1124040,10+ years,0,9,23.5,597850,0,,0,debt consolidation,Long Term,303688,169347,23418,743,
7747,Home Mortgage,,5 years,0,12,11.5,617672,0,,0,debt consolidation,Short Term,92158,92815,3903,,
7748,Rent,838926,10+ years,0,10,6.5,368742,0,9,0,debt consolidation,Short Term,107932,77710,4342,7440,
7749,Rent,756846,7 years,0,6,9.8,297220,0,,0,debt consolidation,Short Term,99999999,247950,11605,717,
7750,Home Mortgage,664867,,0,9,42.4,1283700,0,,0,debt consolidation,Short Term,175956,168511,13962,749,
7751,Home Mortgage,947530,6 years,0,11,10.5,375276,0,5,0,other,Short Term,186516,169176,9554,721,
7752,Own Home,752932,< 1 year,0,12,10,287606,0,,0,debt consolidation,Short Term,99999999,205181,18070,725,
7753,Home Mortgage,3863840,10+ years,0,20,28.6,6381078,0,5,0,debt consolidation,Long Term,99999999,4304051,66973,727,
7754,Own Home,1354472,10+ years,0,10,14.8,575388,0,74,0,debt consolidation,Short Term,457050,255417,25058,731,
7755,Home Mortgage,1439820,10+ years,0,17,33.4,868340,0,2,0,debt consolidation,Long Term,600182,129732,40315,660,
7756,Home Mortgage,,9 years,0,10,22.4,402842,0,,0,debt consolidation,Short Term,397562,65759,29319,,
7757,Own Home,1179653,3 years,0,10,32.5,414194,0,13,0,debt consolidation,Short Term,542036,311581,23691,710,
7758,Rent,682119,4 years,0,2,5.5,161062,0,,0,other,Short Term,154814,7657,370,727,
7759,Home Mortgage,1250466,4 years,0,10,13.9,684574,0,29,0,debt consolidation,Short Term,237710,240635,8003,747,
7760,Home Mortgage,1783302,2 years,0,13,17.8,2156968,0,,0,debt consolidation,Short Term,336666,290605,32397,750,
7761,Home Mortgage,2073280,8 years,0,17,32.8,627968,0,3,0,debt consolidation,Long Term,622182,389405,28853,663,
7762,Home Mortgage,2809245,10+ years,0,19,19,581724,0,8,0,debt consolidation,Short Term,542146,317528,27156,732,
7763,Home Mortgage,773452,1 year,0,7,13.7,405526,0,55,0,debt consolidation,Long Term,340318,128174,6510,724,
7764,Rent,965086,1 year,0,22,16.5,350130,0,24,0,debt consolidation,Short Term,143440,141512,6659,704,
7765,Own Home,,10+ years,0,13,24.4,1381886,0,33,0,business loan,Long Term,667326,680257,24609,,
7766,Home Mortgage,1075989,5 years,0,12,25.7,274978,0,,0,debt consolidation,Short Term,182578,132278,27079,744,
7767,Rent,659490,1 year,0,11,12.3,634854,0,,0,debt consolidation,Short Term,257444,116793,4237,7250,
7768,Home Mortgage,1910260,10+ years,0,11,21.8,626318,0,7,0,home improvements,Short Term,663564,242877,20058,733,
7769,Home Mortgage,,10+ years,0,5,19,22374,1,13,1,debt consolidation,Short Term,92840,19114,4053,,
7770,Rent,2445376,9 years,1,18,31.5,369402,1,21,0,debt consolidation,Short Term,232276,206397,20786,739,
7771,Rent,2297784,7 years,0,9,10.4,219318,0,,0,buy a car,Long Term,399080,100016,21255,630,
7772,Own Home,2247681,< 1 year,0,14,17.1,656304,0,34,0,debt consolidation,Short Term,526834,399608,23788,749,
7773,Rent,948632,,0,16,25.8,860442,1,,1,debt consolidation,Short Term,333278,393851,14989,733,
7774,Rent,1532312,6 years,0,11,21.8,376882,0,,0,debt consolidation,Short Term,354860,193667,21197,728,
7775,Home Mortgage,1204980,1 year,0,8,15.5,545622,0,7,0,debt consolidation,Short Term,295966,366149,21288,705,
7776,Home Mortgage,1730178,2 years,0,10,10.6,855250,0,,0,debt consolidation,Long Term,779086,257051,28404,724,
7777,Home Mortgage,1143762,10+ years,0,8,22.6,605198,0,,0,debt consolidation,Short Term,231770,376846,20874,741,
7778,Home Mortgage,1320557,10+ years,0,5,16.2,101112,0,,0,other,Short Term,116930,63764,10366,724,
7779,Rent,,2 years,0,9,21.8,51062,0,,0,debt consolidation,Short Term,156310,22496,37857,,
7780,Rent,,3 years,0,8,8.1,61050,0,21,0,debt consolidation,Short Term,108966,30115,2569,,
7781,Own Home,3881320,4 years,0,10,14.9,1854116,0,62,0,home improvements,Short Term,629178,259407,16981,745,
7782,Rent,776416,7 years,0,6,14.9,425106,0,,0,debt consolidation,Short Term,359612,210007,16046,748,
7783,Rent,1110702,2 years,0,21,7.5,612744,0,56,0,debt consolidation,Short Term,368082,196859,18604,692,
7784,Home Mortgage,,10+ years,0,15,25.1,1640782,0,,0,debt consolidation,Short Term,527758,814796,32953,,
7785,Home Mortgage,5840220,10+ years,0,20,27,6425034,0,62,0,debt consolidation,Short Term,473374,4489054,84683,745,
7786,Home Mortgage,1602612,7 years,0,9,30,767778,0,,0,debt consolidation,Short Term,534028,539752,18964,748,
7787,Rent,1255387,4 years,0,6,11.4,704902,0,,0,debt consolidation,Short Term,132154,195415,4854,747,
7788,Home Mortgage,1540216,10+ years,0,25,23.8,2975060,0,,0,debt consolidation,Long Term,378972,565250,42741,740,
7789,Home Mortgage,2209700,10+ years,0,13,25.7,1503700,0,,0,debt consolidation,Long Term,99999999,285703,42168,746,
7790,Home Mortgage,2261532,10+ years,0,9,29.5,527362,0,16,0,other,Short Term,81840,43719,12193,750,
7791,Rent,793611,5 years,0,9,12.3,139656,0,,0,other,Short Term,99999999,7239,13954,699,
7792,Home Mortgage,364933,,0,13,18.8,289124,0,16,0,debt consolidation,Short Term,94512,190513,6751,707,
7793,Home Mortgage,1330931,2 years,0,8,18.6,475332,0,59,0,debt consolidation,Short Term,130240,293094,13531,744,
7794,Home Mortgage,,2 years,0,8,22.9,531234,0,49,0,debt consolidation,Short Term,390170,330334,19416,,
7795,Own Home,741836,5 years,0,12,17,478940,1,,1,debt consolidation,Short Term,265738,220039,20895,732,
7796,Home Mortgage,2039840,8 years,0,11,22.5,253264,0,9,0,home improvements,Long Term,429440,161196,49296,694,
7797,Home Mortgage,,9 years,0,18,11.8,1722050,0,,0,debt consolidation,Long Term,517484,754015,28554,,
7798,Rent,862296,< 1 year,0,14,13,516494,1,,1,debt consolidation,Short Term,99999999,218576,21054,708,
7799,Home Mortgage,,5 years,0,9,17.2,123112,0,27,0,debt consolidation,Short Term,215886,93043,24696,,
7800,Home Mortgage,2483794,10+ years,0,9,23.8,840312,0,,0,debt consolidation,Long Term,786412,468825,27736,626,
7801,Home Mortgage,848939,2 years,0,14,12.3,684750,0,,0,debt consolidation,Short Term,99999999,161443,15847,739,
7802,Home Mortgage,1601491,< 1 year,0,8,22.2,474298,0,30,0,debt consolidation,Short Term,323444,273220,21487,7380,
7803,Home Mortgage,808336,10+ years,0,10,23,987536,0,,0,debt consolidation,Short Term,99999999,545832,10306,750,
7804,Rent,710372,5 years,0,4,4.2,188452,0,,0,other,Short Term,108240,85766,3066,720,
7805,Home Mortgage,850041,10+ years,0,9,19.7,798710,0,26,0,debt consolidation,Long Term,393712,541500,13813,677,
7806,Home Mortgage,1043784,< 1 year,0,12,16.4,172590,1,,1,debt consolidation,Short Term,99999999,94658,24181,732,
7807,Rent,,3 years,0,7,11.6,461296,0,,0,debt consolidation,Short Term,344960,218329,22375,,
7808,Home Mortgage,1000749,9 years,0,8,17.6,283118,0,,0,debt consolidation,Short Term,334268,232769,19181,674,
7809,Home Mortgage,1022542,3 years,0,12,11.7,861278,0,,0,debt consolidation,Short Term,99999999,240996,11077,732,
7810,Home Mortgage,1474609,2 years,0,11,30.4,1917146,0,21,0,debt consolidation,Short Term,168498,1284837,13026,734,
7811,Home Mortgage,1230440,1 year,0,10,16.2,0,0,,0,other,Long Term,547976,0,308,701,
7812,Home Mortgage,1024309,6 years,0,11,9.7,683716,0,,0,debt consolidation,Short Term,99999999,226746,5821,742,
7813,Rent,1447800,1 year,0,9,14.1,551936,0,,0,debt consolidation,Long Term,368808,149207,15443,736,
7814,Rent,,1 year,0,8,22.8,755040,0,,0,other,Short Term,109824,10431,9352,,
7815,Home Mortgage,1413030,10+ years,0,6,30.7,1086866,0,23,0,debt consolidation,Long Term,545380,557555,31322,7010,
7816,Rent,1518328,3 years,0,4,16.8,72468,0,37,0,other,Short Term,99999999,12388,3505,738,
7817,Home Mortgage,,7 years,0,14,23.1,1219306,0,,0,debt consolidation,Short Term,332728,642352,28329,,
7818,Rent,1208457,10+ years,0,7,29.5,809798,0,,0,debt consolidation,Short Term,129162,327294,10574,745,
7819,Home Mortgage,,10+ years,0,10,9.5,525998,0,,0,debt consolidation,Long Term,309408,252111,15031,,
7820,Own Home,549100,3 years,0,19,5.9,393866,0,,0,debt consolidation,Short Term,80036,127566,7367,727,
7821,Rent,797620,8 years,0,7,18.5,267982,1,,1,other,Short Term,225258,105298,3736,695,
7822,Home Mortgage,1433455,10+ years,0,17,23,738342,0,25,0,debt consolidation,Long Term,437888,589209,36673,702,
7823,Home Mortgage,1719405,1 year,0,11,13.5,1589698,0,6,0,debt consolidation,Short Term,376068,322639,13340,748,
7824,Rent,985758,2 years,0,23,44.1,650056,0,,0,debt consolidation,Short Term,99999999,263872,18483,731,
7825,Home Mortgage,951710,2 years,0,8,12.9,253440,0,40,0,home improvements,Short Term,440792,165471,14910,743,
7826,Home Mortgage,802864,10+ years,0,17,21,1198912,0,,0,debt consolidation,Short Term,303248,679250,21008,738,
7827,Home Mortgage,1123128,5 years,0,11,22.6,1099098,0,22,0,debt consolidation,Long Term,346786,740392,30512,685,
7828,Home Mortgage,1156530,10+ years,0,13,15.7,796466,0,,0,debt consolidation,Long Term,99999999,581932,25637,621,
7829,Own Home,1042929,2 years,0,9,10.6,512974,0,,0,debt consolidation,Long Term,359040,389861,25726,677,
7830,Home Mortgage,,4 years,0,20,21,1360656,0,53,0,debt consolidation,Long Term,216766,205656,31029,,
7831,Home Mortgage,952280,7 years,0,16,13.7,624602,0,,0,home improvements,Short Term,99999999,270788,16903,743,
7832,Home Mortgage,,10+ years,0,8,24.3,145618,0,,0,debt consolidation,Short Term,134398,118465,16162,,
7833,Have Mortgage,863018,10+ years,0,8,20.6,157740,0,39,0,take a trip,Short Term,99999999,76551,12730,732,
7834,Home Mortgage,2107556,10+ years,0,11,38.5,2018918,0,,0,debt consolidation,Short Term,99999999,737542,30560,750,
7835,Home Mortgage,1132020,7 years,0,11,21.2,406516,0,,0,debt consolidation,Long Term,99999999,198018,23395,719,
7836,Own Home,667261,2 years,0,8,16.8,470492,0,,0,debt consolidation,Short Term,99999999,146281,13401,745,
7837,Home Mortgage,747935,5 years,0,9,16,196746,0,,0,debt consolidation,Short Term,220836,80028,6195,729,
7838,Rent,,2 years,0,10,15,424600,0,20,0,debt consolidation,Short Term,242726,264765,18809,,
7839,Home Mortgage,862011,7 years,0,4,18.6,57662,0,,0,debt consolidation,Short Term,66550,6973,7902,750,
7840,Home Mortgage,2062203,10+ years,0,12,24,534072,0,33,0,debt consolidation,Long Term,434148,439090,16412,634,
7841,Rent,1044696,3 years,0,6,9.6,567776,0,,0,debt consolidation,Short Term,219934,168188,3822,743,
7842,Rent,965219,< 1 year,0,7,18.8,275044,0,27,0,medical bills,Short Term,109142,1197,10698,744,
7843,Rent,1121418,8 years,0,15,9.9,544082,0,40,0,debt consolidation,Short Term,99999999,119833,16448,750,
7844,Own Home,709441,< 1 year,0,19,9.5,382844,0,,0,debt consolidation,Short Term,360470,272099,18504,724,
7845,Own Home,1050643,10+ years,0,14,14.6,442046,1,75,1,debt consolidation,Long Term,318516,148124,14709,729,
7846,Home Mortgage,1458915,10+ years,0,11,17.8,439472,0,19,0,debt consolidation,Short Term,577148,278217,21762,742,
7847,Home Mortgage,1539304,10+ years,0,18,12.1,408122,1,63,1,debt consolidation,Long Term,429484,277400,30017,710,
7848,Rent,,10+ years,0,9,20,737572,1,78,1,other,Long Term,436216,149055,4476,,
7849,Home Mortgage,943920,4 years,0,10,15.4,679954,0,,0,debt consolidation,Short Term,99999999,88673,11327,748,
7850,Rent,557688,7 years,0,4,12.8,167904,0,,0,debt consolidation,Short Term,161436,129067,9434,746,
7851,Rent,761444,5 years,0,15,9.7,535326,0,48,0,debt consolidation,Short Term,308594,206207,16688,740,
7852,Rent,798475,4 years,0,11,17,1176450,0,,0,debt consolidation,Short Term,242154,337326,23755,719,
7853,Rent,1033505,3 years,0,12,18,219538,1,,1,other,Short Term,99999999,50806,12058,714,
7854,Home Mortgage,1261315,5 years,0,13,15.1,1189144,0,,0,debt consolidation,Short Term,524634,702468,19445,748,
7855,Own Home,,3 years,0,6,14.1,924088,0,,0,debt consolidation,Short Term,517396,427766,17920,,
7856,Rent,2791575,3 years,0,7,13.4,146542,0,47,0,debt consolidation,Short Term,172392,112765,20239,742,
7857,Home Mortgage,1454507,10+ years,0,11,14.3,552596,0,,0,debt consolidation,Long Term,431134,333127,26423,727,
7858,Home Mortgage,,5 years,0,6,29.7,249040,0,16,0,home improvements,Long Term,303446,124526,4121,,
7859,Rent,1421390,4 years,0,26,32,338360,0,78,0,debt consolidation,Long Term,301554,262713,28665,705,
7860,Home Mortgage,,10+ years,0,9,20.8,448052,0,40,0,home improvements,Long Term,783090,133893,22495,,
7861,Rent,1118682,9 years,0,12,14.4,470800,0,22,0,debt consolidation,Short Term,99999999,285437,15475,742,
7862,Home Mortgage,2229574,< 1 year,0,8,25.5,105402,1,40,0,debt consolidation,Short Term,107756,5377,4311,722,
7863,Own Home,947435,8 years,0,12,21.5,276914,0,7,0,debt consolidation,Short Term,369160,157852,26844,683,
7864,Rent,789583,1 year,0,10,16.9,322652,0,,0,debt consolidation,Short Term,99999999,257754,12745,737,
7865,Rent,1145700,8 years,0,7,18.6,254386,0,,0,debt consolidation,Short Term,221100,181697,13748,720,
7866,Rent,1395645,5 years,0,11,8,531102,0,,0,debt consolidation,Short Term,267652,328871,29309,7170,
7867,Home Mortgage,,10+ years,0,7,15.5,327008,0,40,0,home improvements,Long Term,784564,110979,20158,,
7868,Home Mortgage,709289,10+ years,0,6,14.2,205326,0,14,0,debt consolidation,Short Term,140492,21641,5361,745,
7869,Home Mortgage,865944,1 year,0,6,17.4,425590,0,13,0,debt consolidation,Short Term,303028,357276,23886,701,
7870,Home Mortgage,1609034,10+ years,0,9,24.9,451682,0,11,0,debt consolidation,Short Term,394526,314412,10284,738,
7871,Home Mortgage,2524986,10+ years,0,15,40.9,308374,1,38,0,business loan,Short Term,103950,24510,14771,714,
7872,Rent,163305,,0,14,26.7,124366,0,50,0,other,Short Term,31064,64771,4164,653,
7873,Home Mortgage,,,0,6,13.2,178178,0,11,0,debt consolidation,Short Term,167002,79097,18040,,
7874,Rent,3064928,9 years,0,6,10.3,568282,0,,0,other,Short Term,354882,79021,792,738,
7875,Home Mortgage,961590,10+ years,0,6,17.4,426866,0,,0,home improvements,Short Term,99999999,54568,1963,746,
7876,Rent,,2 years,0,13,18.2,417428,0,0,,debt consolidation,Short Term,217800,275443,9969,,
7877,Home Mortgage,1633677,2 years,0,16,17.4,1142218,0,,0,debt consolidation,Short Term,219956,801990,23824,742,
7878,Own Home,653695,1 year,0,11,17.7,564960,1,,1,debt consolidation,Long Term,99999999,59033,8770,685,
7879,Home Mortgage,887376,7 years,0,12,16.8,852742,0,28,0,debt consolidation,Long Term,446732,421249,18413,686,
7880,Home Mortgage,856121,1 year,0,10,16.4,271040,0,3,0,debt consolidation,Long Term,396506,197809,13698,673,
7881,Home Mortgage,1623398,9 years,0,12,20.9,1138478,0,,0,debt consolidation,Short Term,552860,893741,30412,6820,
7882,Home Mortgage,,4 years,0,18,38.5,790438,0,,0,debt consolidation,Short Term,241538,391837,12057,,
7883,Rent,1881190,9 years,0,13,10.4,797126,0,,0,debt consolidation,Short Term,653466,470877,26493,724,
7884,Rent,974662,< 1 year,0,15,11.6,229482,0,,0,debt consolidation,Short Term,178772,5149,27778,745,
7885,Home Mortgage,882189,10+ years,0,5,35.8,700480,0,9,0,debt consolidation,Short Term,326018,289180,6153,743,
7886,Own Home,1911400,10+ years,0,10,24.5,875358,0,,0,debt consolidation,Short Term,442640,232845,33768,750,
7887,Home Mortgage,957315,3 years,0,20,14,1162106,0,,0,home improvements,Long Term,99999999,62225,10211,746,
7888,Rent,106533,< 1 year,0,4,11.8,147598,0,,0,other,Short Term,99999999,10963,329,745,
7889,Rent,813162,< 1 year,0,7,11.9,103092,0,75,0,business loan,Short Term,209044,68647,9893,702,
7890,Home Mortgage,,9 years,0,11,15.6,449174,0,57,0,debt consolidation,Short Term,150634,142766,15705,,
7891,Rent,1287858,10+ years,0,14,30.5,842754,0,2,0,debt consolidation,Short Term,564146,72789,16098,710,
7892,Home Mortgage,3350612,6 years,0,20,19.4,1032812,0,12,0,debt consolidation,Long Term,443388,496831,33506,7230,
7893,Rent,1004549,10+ years,0,9,15.5,228382,0,24,0,debt consolidation,Short Term,144848,64106,19338,707,
7894,Own Home,752172,< 1 year,0,16,9,113696,0,,0,debt consolidation,Short Term,171468,893,9904,748,
7895,Home Mortgage,1331995,10+ years,0,23,28,1573418,0,,0,debt consolidation,Short Term,99999999,603345,19980,734,
7896,Home Mortgage,2728837,10+ years,0,18,15.5,2054228,0,20,0,debt consolidation,Short Term,99999999,439983,75498,737,
7897,Own Home,829065,2 years,0,6,17,718476,0,,0,debt consolidation,Long Term,345378,60192,2743,730,
